ids,date,Date_Only,Year,Month,Month_Name,Day,Hour,DayName,DayOfWeek,Week,Time_Period,user,text,Sentiment,Sentiment_Label,VADER_Score,VADER_Category,Text_Length,Word_Count,Has_URL,Has_Mention,Has_Hashtag,Brand
1827534023,2009-05-17 10:54:55,2009-05-17,2009,5,May,17,10,Sunday,6,20,Morning,MyCakesRock,Kickin it with my genius at the apple store ,1,Positive,0.0,Neutral,44,9,0,0,0,Apple
2061890117,2009-06-06 21:50:51,2009-06-06,2009,6,June,6,21,Saturday,5,23,Evening,tinuhhh,"@tinzlin oops. i was trying to say that the apple store doesn't verify student status, right? so i can go with you with my ID? ",1,Positive,0.0,Neutral,127,25,0,1,0,Apple
2235295199,2009-06-19 00:52:43,2009-06-19,2009,6,June,19,0,Friday,4,25,Night,Toddo44,No luck in getting 3GS in HK. Since living here now I need a phone but Apple won't release 3GS in HK till July ,0,Negative,-0.1877,Negative,111,24,0,0,0,Apple
2220627806,2009-06-18 03:34:16,2009-06-18,2009,6,June,18,3,Thursday,3,25,Night,AfricanShea,I finally found iPod headphones that are meant for apple. they're madddd loud. 2 days ,0,Negative,0.0,Neutral,86,15,0,0,0,Apple
2233813154,2009-06-18 21:56:34,2009-06-18,2009,6,June,18,21,Thursday,3,25,Evening,seenag_mark,@fourtwentythree ubos na yung apple cider namin at yung honey e.  sarap pa naman nun!,0,Negative,0.0,Neutral,85,15,0,1,0,Apple
1978864218,2009-05-31 00:44:11,2009-05-31,2009,5,May,31,0,Sunday,6,22,Night,graphiclucidity,@toosweet4rnr: &quot;[O.C. Smith ï¿½ Little Green Apples] @graphic_lucidity  - smoooooooooove like butta. ? http://blip.fm/~7d5l8,1,Positive,0.3612,Positive,129,14,1,1,0,Apple
2063405425,2009-06-07 02:31:37,2009-06-07,2009,6,June,7,2,Sunday,6,23,Night,AClockworkToad,@appletartlet GOODNIGHT!!  ,1,Positive,0.0,Neutral,27,2,0,1,0,Apple
2064867376,2009-06-07 07:21:48,2009-06-07,2009,6,June,7,7,Sunday,6,23,Morning,Hedged_In,@AppleInvestor Neither -- you're looking at your Blackberry instead of the trees ,1,Positive,0.0,Neutral,81,12,0,1,0,Apple
1963742691,2009-05-29 13:10:49,2009-05-29,2009,5,May,29,13,Friday,4,22,Afternoon,lil_Ccamp,wish i was going to prom!!!!  oh well..going to go wish my girls good luck!! then going to good oll APPLEBEES!!! yumm,0,Negative,0.9368,Positive,117,22,0,0,0,Apple
2246733090,2009-06-19 18:02:33,2009-06-19,2009,6,June,19,18,Friday,4,25,Evening,andreasmith77,"After 4 solid hours on the phone with Apple and AT&amp;T, I have no 3G working on iPhone. Indefinitely, I can make calls, and that's it. ",0,Negative,-0.1531,Negative,137,26,0,0,0,Apple
2219380905,2009-06-18 00:24:29,2009-06-18,2009,6,June,18,0,Thursday,3,25,Night,katediviney,"@alannahapple shaun is finished his mother fucking calling, and so now if i get a call it will be fucking andy or bradie! ARGH!!!!!!!!!! ",0,Negative,0.0,Neutral,137,24,0,1,0,Apple
2183711926,2009-06-15 14:52:58,2009-06-15,2009,6,June,15,14,Monday,0,25,Afternoon,studio67,I just might have to make an appearance at the Apple store on Knox Street because they don't answer their phones. What's up with that? ,0,Negative,0.0,Neutral,135,25,0,0,0,Apple
1991403087,2009-06-01 06:58:39,2009-06-01,2009,6,June,1,6,Monday,0,23,Morning,cr8tivejen,@BrassyApple and btw...YOU are one contributor I'm hoping to get! ,1,Positive,0.4753,Positive,66,10,0,1,0,Apple
1980045533,2009-05-31 05:29:36,2009-05-31,2009,5,May,31,5,Sunday,6,22,Night,HappySlip,@GoRemy did you try this free application to convert?  http://www.apple.com/downloads/macosx/video/mpegstreamclip.html,1,Positive,0.596,Positive,118,10,1,1,0,Apple
2210529551,2009-06-17 11:41:53,2009-06-17,2009,6,June,17,11,Wednesday,2,25,Morning,BenMawhinney,"@leopalagi  Don't bother with the O2 website - no help there... checking Google for error code, then trying Apple site after that...",0,Negative,-0.4445,Negative,132,22,0,1,0,Apple
1825159571,2009-05-17 04:36:13,2009-05-17,2009,5,May,17,4,Sunday,6,20,Night,daxvelando,http://twitpic.com/5csy1 - Mango Pineapple shake! Love it! ,1,Positive,0.6229,Positive,59,7,1,0,0,Apple
2203924385,2009-06-17 00:52:32,2009-06-17,2009,6,June,17,0,Wednesday,2,25,Night,jebulldog117,@leneux nope.  Apple is prbly laughing at us all right now Bastards &gt;:0,0,Negative,-0.2023,Negative,74,13,0,1,0,Apple
2243417483,2009-06-19 13:25:26,2009-06-19,2009,6,June,19,13,Friday,4,25,Afternoon,micgamer16,@applenerd106 LMAO vince that is epic fail dude  poor cookies  can i have 1 ?,0,Negative,-0.2422,Negative,77,15,0,1,0,Apple
1563902822,2009-04-20 00:47:57,2009-04-20,2009,4,April,20,0,Monday,0,17,Night,saaam_,"@Emzy_Chica ohh thank you (: i know she is defo there on thursday, shes playing in the apple store, but i can't go that day  lol thanks ",1,Positive,0.8957,Positive,136,27,0,1,0,Apple
2184484090,2009-06-15 15:58:48,2009-06-15,2009,6,June,15,15,Monday,0,25,Afternoon,DavidDMuir,@markpentleton I'm still marking. Only have two slides of my presentation for #applertc  Looks like it's going to be a long night!,0,Negative,0.4199,Positive,130,22,0,1,1,Apple
1826445071,2009-05-17 08:31:42,2009-05-17,2009,5,May,17,8,Sunday,6,20,Morning,MarkHoppusIsGod,"God damn rain, i cant skate  Oh well apple shampoo...",0,Negative,-0.343,Negative,53,10,0,0,0,Apple
2014375146,2009-06-03 01:19:18,2009-06-03,2009,6,June,3,1,Wednesday,2,23,Night,Danisidhe,Oh and it's for a WIn PC or else I wouldn't need help - all the help refers to Apple keyboards only ,0,Negative,0.6419,Positive,100,22,0,0,0,Apple
2322989865,2009-06-24 23:41:03,2009-06-24,2009,6,June,24,23,Wednesday,2,26,Evening,Kayteeee4,I just really need some motts applesauce ,0,Negative,0.0,Neutral,41,7,0,0,0,Apple
2054503995,2009-06-06 07:29:54,2009-06-06,2009,6,June,6,7,Saturday,5,23,Morning,remzology,@gracelynefdo Taking it to a Store this week to get it fixed. I badly want to fix it myself but it's an Apple device. Not enough courage. ,1,Positive,-0.6533,Negative,138,27,0,1,0,Apple
1989775849,2009-06-01 02:46:08,2009-06-01,2009,6,June,1,2,Monday,0,23,Night,jasonholland,"@ianapplegate Been to Santorini before? I went twice, it was so good. Felix goes almost every year! Best sunset ever... sigh ",1,Positive,0.843,Positive,125,21,0,1,0,Apple
2177302641,2009-06-15 05:51:33,2009-06-15,2009,6,June,15,5,Monday,0,25,Night,rachaelr,"Apple Genius bar on regent st: +1 on offering to replace top cover of cracked macbook for free, -1 for needing 5-7 days to do it  #ebay",0,Negative,0.6249,Positive,135,27,0,0,1,Apple
2064620571,2009-06-07 06:45:21,2009-06-07,2009,6,June,7,6,Sunday,6,23,Morning,nathalie_hout,"@1capplegate  Buon Giorno. How are you? No rain today in Italy, i'm glad ",1,Positive,0.2023,Positive,73,13,0,1,0,Apple
1933214699,2009-05-26 23:17:54,2009-05-26,2009,5,May,26,23,Tuesday,1,22,Evening,leechbabe,@halldavid found just the thing to help you take good care of Macbook - http://www.applesac.com/morningglory.html ,1,Positive,0.8316,Positive,114,15,1,1,0,Apple
2207083122,2009-06-17 07:27:44,2009-06-17,2009,6,June,17,7,Wednesday,2,25,Morning,macari,@faisalfarooqui Thats so confusing indeed. 17th or 18th?? Even Apple don't know for sure! ,0,Negative,-0.6255,Negative,90,14,0,1,0,Apple
1678880252,2009-05-02 07:58:19,2009-05-02,2009,5,May,2,7,Saturday,5,18,Morning,skeletonlights,i'm sucking on a bunch of mini blowpops. sour apple and blue raspberry ,1,Positive,0.0,Neutral,71,13,0,0,0,Apple
1881781853,2009-05-22 05:32:41,2009-05-22,2009,5,May,22,5,Friday,4,21,Night,carterjl,@gealbhan_beag I'll have to get Ben up your way...he loves Applebees AND always over-tips. ,1,Positive,0.5719,Positive,91,14,0,1,0,Apple
1685727228,2009-05-03 01:46:14,2009-05-03,2009,5,May,3,1,Sunday,6,18,Night,Broooooke_,"@Emmmaa___ haha.now u can live with him,in a pineapple...under the sea ",1,Positive,0.0,Neutral,71,11,0,1,0,Apple
2204073940,2009-06-17 01:15:18,2009-06-17,2009,6,June,17,1,Wednesday,2,25,Night,Andys184,Apples new iPhone 3G[S] will arrive the 19th of June to people who pre-ordered  the receiver aka AT&amp;T is making UPS hold it till then. ,0,Negative,0.0,Neutral,139,25,0,0,0,Apple
2000469727,2009-06-01 22:11:10,2009-06-01,2009,6,June,1,22,Monday,0,23,Evening,htan,"yay, Apple extended warranty on the faulty NVIDIA card models to 3 years... sadly mine is part of faulty ones ",0,Negative,-0.4588,Negative,110,20,0,0,0,Apple
1824918493,2009-05-17 03:31:23,2009-05-17,2009,5,May,17,3,Sunday,6,20,Night,nazminizal,@rougedapple Thanks  I need to finish this soon!,1,Positive,0.4926,Positive,48,8,0,1,0,Apple
1753376972,2009-05-10 01:20:22,2009-05-10,2009,5,May,10,1,Sunday,6,19,Night,Kam1967,"I am trying to install Airport Express for my iMac, phone, printer, music, but I am stuck  I'll be on the horn w/ Apple tomorrow ",0,Negative,-0.3612,Negative,129,25,0,0,0,Apple
2194941381,2009-06-16 10:27:57,2009-06-16,2009,6,June,16,10,Tuesday,1,25,Morning,kvharker,At apple store to get MBA fixed ,0,Negative,0.0,Neutral,32,7,0,0,0,Apple
2205424975,2009-06-17 04:42:37,2009-06-17,2009,6,June,17,4,Wednesday,2,25,Night,BigBudi,"Hejjjj!!!! - Apple, wake up!!!!!! ",0,Negative,0.0,Neutral,34,5,0,0,0,Apple
2202289045,2009-06-16 21:32:43,2009-06-16,2009,6,June,16,21,Tuesday,1,25,Evening,tallivansunder,Eating half of a gala apple.  The other half goes to @vansunder.  The batch that I picked out this time are all bruised.  Bad picking!  ,0,Negative,-0.5848,Negative,136,25,0,1,0,Apple
2225770627,2009-06-18 11:07:33,2009-06-18,2009,6,June,18,11,Thursday,3,25,Morning,mkevans,In the Apple store on the Plazaaaa. Hope they can fix my laptop ,0,Negative,0.4404,Positive,64,13,0,0,0,Apple
2203848376,2009-06-17 00:40:59,2009-06-17,2009,6,June,17,0,Wednesday,2,25,Night,wtcc,NO!!!!!!!!!!!!!!!!!!!!!!!!!! http://i39.tinypic.com/2pyxteo.png SHIT! why is apple so stupid! I have to wait another day  !!!!!!!!!!!,0,Negative,-0.8972,Negative,133,15,1,0,0,Apple
2060208086,2009-06-06 18:28:03,2009-06-06,2009,6,June,6,18,Saturday,5,23,Evening,StyleNBeautyDoc,"New York, NY, big city of dreams! But everything in New York aint always what it seems. Touched down back in the big apple ",1,Positive,0.2828,Positive,123,24,0,0,0,Apple
2060223852,2009-06-06 18:29:54,2009-06-06,2009,6,June,6,18,Saturday,5,23,Evening,tvelea,@kevinrose Hi Kevin - would you recommend iPhone or Bberry?? Everybody recommends bberry but I am an apple fun and have trouble deciding ,1,Positive,0.5362,Positive,137,23,0,1,0,Apple
1550778070,2009-04-18 07:14:37,2009-04-18,2009,4,April,18,7,Saturday,5,16,Morning,prettyhottstuff,sick  i think was applebees food made me sick..,0,Negative,-0.765,Negative,47,9,0,0,0,Apple
2249052117,2009-06-19 21:38:10,2009-06-19,2009,6,June,19,21,Friday,4,25,Evening,treybizo,@Brennn Why do you keep bashing Apple. ,0,Negative,0.0,Neutral,39,7,0,1,0,Apple
2246047716,2009-06-19 17:01:07,2009-06-19,2009,6,June,19,17,Friday,4,25,Afternoon,DookFerret," iPhone 3Gs didn't come in. &gt;.&lt; darn AT&amp;T. Cause my dad ordered it via them not via apple. I hope it comes in tomorrow, wanted it today!",0,Negative,0.4926,Positive,146,27,0,0,0,Apple
2012650216,2009-06-02 21:02:13,2009-06-02,2009,6,June,2,21,Tuesday,1,23,Evening,Jeremythegeek,"In Windows on a Linux box, Installing BSD to a Apple iPod. Yeah. ",1,Positive,0.296,Positive,65,13,0,0,0,Apple
1694127453,2009-05-04 01:12:42,2009-05-04,2009,5,May,4,1,Monday,0,19,Night,keokilee,"@sonwright I'm an iPhone owner, so I don't really have a choice on which media player I use. FYI Apple makes terrible Windows software ",1,Positive,-0.1449,Negative,135,24,0,1,0,Apple
2189723394,2009-06-16 00:44:34,2009-06-16,2009,6,June,16,0,Tuesday,1,25,Night,ringlerun,@AdamBitTheApple got it  i'm just a stickler for comp.security  but understand what you were trying to achieve ,1,Positive,0.0,Neutral,111,17,0,1,0,Apple
1980431269,2009-05-31 06:43:29,2009-05-31,2009,5,May,31,6,Sunday,6,22,Morning,epicipods,40% off all Applesac cases couponcode:applesac40 today 5/31/09 only http://short.to/b07t - tell your friends this time  (via @mygearstore),1,Positive,0.4767,Positive,138,18,1,1,0,Apple
2237083063,2009-06-19 05:08:57,2009-06-19,2009,6,June,19,5,Friday,4,25,Night,faeriemade,@mashable not going to read about iphone. Att here sux &amp; I need cell service  love all things apple too ,0,Negative,0.4019,Positive,108,20,0,1,0,Apple
2180952695,2009-06-15 11:09:55,2009-06-15,2009,6,June,15,11,Monday,0,25,Morning,mattfeldman,"@yoyoel maybe you should take better care of your MBPs  in all seriousness though, as an apple employee/fan they should give you a new one",1,Positive,0.7096,Positive,138,25,0,1,0,Apple
2053482028,2009-06-06 04:42:41,2009-06-06,2009,6,June,6,4,Saturday,5,23,Night,TheGadgetZone,imac boot up time??? Theres a problem going to bring it to the apple store 2day ,1,Positive,-0.5007,Negative,80,16,0,0,0,Apple
1977980237,2009-05-30 22:08:55,2009-05-30,2009,5,May,30,22,Saturday,5,22,Evening,misssalvi53,@1capplegate so does that mean that SW won't come back on? ,0,Negative,0.0,Neutral,59,11,0,1,0,Apple
1827994983,2009-05-17 11:52:32,2009-05-17,2009,5,May,17,11,Sunday,6,20,Morning,Ryanchronicles,Haha yes hi people down at the Apple store ,1,Positive,0.6908,Positive,43,9,0,0,0,Apple
2175562814,2009-06-15 01:20:29,2009-06-15,2009,6,June,15,1,Monday,0,25,Night,oz3n,off to watch pineapple express. ,1,Positive,0.0,Neutral,32,5,0,0,0,Apple
1468785923,2009-04-07 03:43:39,2009-04-07,2009,4,April,7,3,Tuesday,1,15,Night,watitdo,"my mighty mouse,is no longer so mighty. itï¿½s getting strange.  oh,apple - whyyyy?!",0,Negative,-0.5093,Negative,84,13,0,0,0,Apple
1686928772,2009-05-03 07:14:31,2009-05-03,2009,5,May,3,7,Sunday,6,18,Morning,gvsu29,Good morning! Just finished an apple fritter for breakfast. That was my fruit serving for the day ,1,Positive,0.4926,Positive,98,17,0,0,0,Apple
1557187543,2009-04-19 02:31:50,2009-04-19,2009,4,April,19,2,Sunday,6,16,Night,mel95,I think i might have eaten a bit too much of mum's apple pie stuff and had a bit too much cream ,0,Negative,0.0,Neutral,96,22,0,0,0,Apple
2323061324,2009-06-24 23:49:48,2009-06-24,2009,6,June,24,23,Wednesday,2,26,Evening,angeraaa,http://twitpic.com/8crdt - @DominiqueWard they wrapped my apple pie in a bacon and egg mcmuffin packet  cheap shits!! LOL but there you go,0,Negative,0.2024,Positive,138,22,1,1,0,Apple
1989833777,2009-06-01 02:58:37,2009-06-01,2009,6,June,1,2,Monday,0,23,Night,edbarzilaij,Arghhh my current mac is about to retire... from January I'm waiting for my new mac. Even Apple don't want us to stimulate the economy ,0,Negative,0.1724,Positive,135,25,0,0,0,Apple
2206763985,2009-06-17 07:01:20,2009-06-17,2009,6,June,17,7,Wednesday,2,25,Morning,marktrance101,"wants his #iPhone already, why Friday #apple ",0,Negative,0.0,Neutral,45,7,0,0,1,Apple
2195137655,2009-06-16 10:43:46,2009-06-16,2009,6,June,16,10,Tuesday,1,25,Morning,TheDoche,excited about iPhoniness.  Now i have the itch to buy an apple that will actually allow me to program for the iPhone.  Bye Bye money! ,0,Negative,0.5562,Positive,134,25,0,0,0,Apple
2205596019,2009-06-17 05:04:22,2009-06-17,2009,6,June,17,5,Wednesday,2,25,Night,GRZMAN,Enough about work. Lunch today was Creamy Broccoli and Cauliflower soup. An apple and a Pear  Still a long way from GQ cover guy ,0,Negative,0.0,Neutral,129,24,0,0,0,Apple
2231061145,2009-06-18 17:59:36,2009-06-18,2009,6,June,18,17,Thursday,3,25,Afternoon,ktfcoyote,@bigapplejovi Thnx but can't access net til home. Can only get picture mssg sent to phone.  Feel so cut off.,0,Negative,-0.5591,Negative,108,20,0,1,0,Apple
1962060629,2009-05-29 10:27:46,2009-05-29,2009,5,May,29,10,Friday,4,22,Morning,ApplePieFriday,Why doesn't McDonald's make PINEAPPLE pies? ,0,Negative,0.0,Neutral,44,6,0,0,0,Apple
2250610219,2009-06-20 00:59:47,2009-06-20,2009,6,June,20,0,Saturday,5,25,Night,Jossie08mommy,Ughhhh I hate my stupid messed up iPhone  Wish I had the new one!!  damn u apple for not waiting just a couple months so I can upgrade!,0,Negative,-0.8854,Negative,135,28,0,0,0,Apple
1979336198,2009-05-31 02:36:27,2009-05-31,2009,5,May,31,2,Sunday,6,22,Night,MsBunni,Ok so apparently I had a reaction 2 the pinapple in my goose  guess I'm stickin 2 henny from now on aint this a bitch!!!,0,Negative,0.7309,Positive,120,25,0,0,0,Apple
2049267368,2009-06-05 16:35:06,2009-06-05,2009,6,June,5,16,Friday,4,23,Afternoon,DeviantSatan,ooooh Toy Story 3 Teaser Trailer on apple.com/trailers ... only a year left til release  .... Want to go see the Hangover tommorrow night,0,Negative,-0.1779,Negative,137,24,0,0,0,Apple
1984684657,2009-05-31 15:35:54,2009-05-31,2009,5,May,31,15,Sunday,6,22,Afternoon,jessicalim,hehehehe. Cachapples. I forgot  where the hell taht come from... ,0,Negative,-0.6808,Negative,65,10,0,0,0,Apple
1994651547,2009-06-01 12:15:06,2009-06-01,2009,6,June,1,12,Monday,0,23,Afternoon,nminers,@egillhardar Right now I'm seeing Apples everywhere ,1,Positive,0.0,Neutral,52,7,0,1,0,Apple
1986110699,2009-05-31 18:20:26,2009-05-31,2009,5,May,31,18,Sunday,6,22,Evening,ExecPoise,@tahirahhairston it's a song called Hello My Apple by Priscilla Renea..YouTube it I think you'll like it ,1,Positive,0.3612,Positive,105,17,0,1,0,Apple
1982992788,2009-05-31 12:17:51,2009-05-31,2009,5,May,31,12,Sunday,6,22,Afternoon,maczrule,"@JPMac01 well i do have a mac but also have 2 pcs, im the same apple all the way but my laptop is pc and my gaming machine is windows ",0,Negative,0.1406,Positive,134,30,0,1,0,Apple
2226233400,2009-06-18 11:41:56,2009-06-18,2009,6,June,18,11,Thursday,3,25,Morning,mrstolt,"@clielasus - yes way! It died at first startup and was just beeping so it needs to go back to Apple, have to wait for a replacement now ",0,Negative,-0.2942,Negative,136,28,0,1,0,Apple
1825196757,2009-05-17 04:45:37,2009-05-17,2009,5,May,17,4,Sunday,6,20,Night,rsmck,Got to love that #apple reject #iPhone apps over a month ago asking us to implement features that aren't launched yet  http://tr.im/lzIq,0,Negative,0.2801,Positive,136,22,1,0,1,Apple
1977079553,2009-05-30 20:03:01,2009-05-30,2009,5,May,30,20,Saturday,5,22,Evening,NathanMillson,@carlyfindlay I'm sure the apple team would love us ,1,Positive,0.7579,Positive,52,9,0,1,0,Apple
2202377506,2009-06-16 21:41:37,2009-06-16,2009,6,June,16,21,Tuesday,1,25,Evening,hottnikz,I have a feeling Apple is going to pussyfoot with this 3.0 update. I need this now so I can go to sleep. ,0,Negative,0.128,Positive,105,23,0,0,0,Apple
2187721897,2009-06-15 20:42:19,2009-06-15,2009,6,June,15,20,Monday,0,25,Evening,cruno91,"come on apple, approve twiteriffic fix for ipod already, i want twitter on the go again ",0,Negative,0.0772,Positive,88,16,0,0,0,Apple
1559448830,2009-04-19 11:10:09,2009-04-19,2009,4,April,19,11,Sunday,6,16,Morning,mikeganz,My computer is broken again...  what next? Cmon apple!,0,Negative,-0.5255,Negative,54,9,0,0,0,Apple
2206821566,2009-06-17 07:06:06,2009-06-17,2009,6,June,17,7,Wednesday,2,25,Morning,jeannebopp,iPhone 3.0 update release moved to the 18th &gt; apple! (via @ijustine) Ballz. ,0,Negative,0.0,Neutral,79,13,0,1,0,Apple
2184346140,2009-06-15 15:46:31,2009-06-15,2009,6,June,15,15,Monday,0,25,Afternoon,Sonicray,"Apple updated Java, go get it ",1,Positive,0.0,Neutral,30,6,0,0,0,Apple
1835473088,2009-05-18 06:04:18,2009-05-18,2009,5,May,18,6,Monday,0,21,Morning,joolzgirl,@appletartlet night ,1,Positive,0.0,Neutral,20,2,0,1,0,Apple
1964704844,2009-05-29 14:40:05,2009-05-29,2009,5,May,29,14,Friday,4,22,Afternoon,shawtyslim,@rozoonthego on my ryder I want 2 cans of minute maid cran apple and resses cups ,1,Positive,0.0772,Positive,81,16,0,1,0,Apple
2328074044,2009-06-25 09:08:13,2009-06-25,2009,6,June,25,9,Thursday,3,26,Morning,shifty_eyes,@1capplegate is the show coming back... one of my favs  its sad all the good shows get canned and csi has spinoffs,0,Negative,-0.0516,Negative,114,22,0,1,0,Apple
1676555251,2009-05-01 22:24:13,2009-05-01,2009,5,May,1,22,Friday,4,18,Evening,SirKirill,I don't want any hydroxycut.  Nothing interesting is happening right now.  Anyone has pineapple express?  Tired of DTV commercials ,0,Negative,-0.6575,Negative,131,19,0,0,0,Apple
2246807363,2009-06-19 18:09:13,2009-06-19,2009,6,June,19,18,Friday,4,25,Evening,ptvmike,With Vic at the Apple store. No more white 3gs ,0,Negative,-0.296,Negative,47,10,0,0,0,Apple
2067566783,2009-06-07 12:34:22,2009-06-07,2009,6,June,7,12,Sunday,6,23,Afternoon,LucasFenix,@saakura Yup.  Better than Apple! It might be UK only though.. http://bit.ly/HjoCi,1,Positive,0.4926,Positive,82,12,1,1,0,Apple
2217780843,2009-06-17 21:22:23,2009-06-17,2009,6,June,17,21,Wednesday,2,25,Evening,adrianajade,watching gossip girl. i need a green apple ,0,Negative,-0.1779,Negative,43,8,0,0,0,Apple
2227374901,2009-06-18 13:07:04,2009-06-18,2009,6,June,18,13,Thursday,3,25,Afternoon,dale_dale,@applegurl77 damn...I gotta keep an eye on you. ,0,Negative,0.0,Neutral,48,8,0,1,0,Apple
2190747311,2009-06-16 03:36:48,2009-06-16,2009,6,June,16,3,Tuesday,1,25,Night,vegan_one,@applechipmunk  mine still says not shipped,0,Negative,0.0,Neutral,43,6,0,1,0,Apple
1976746404,2009-05-30 18:56:52,2009-05-30,2009,5,May,30,18,Saturday,5,22,Evening,Swoodie3303,Applebee's  http://twitpic.com/6b13y,1,Positive,0.0,Neutral,36,2,1,0,0,Apple
1965336234,2009-05-29 15:44:27,2009-05-29,2009,5,May,29,15,Friday,4,22,Afternoon,RealJessicaAlba,@kellyappleby No that dont sound sad at all  I like your tweets and I can tell you are a sweet person on the inside and out ,1,Positive,0.7054,Positive,124,26,0,1,0,Apple
1979445781,2009-05-31 03:04:49,2009-05-31,2009,5,May,31,3,Sunday,6,22,Night,walkaboutkiwi,@soveren yeah I've taken family from Spain shopping. God I hate it! At least there is an apple store ,1,Positive,-0.1759,Negative,101,19,0,1,0,Apple
2179569412,2009-06-15 09:16:59,2009-06-15,2009,6,June,15,9,Monday,0,25,Morning,himvats,My macbook's charging chord stopped working. Will have to use my iphone for mail/surf until I get a replacement  .  Stupid apple support,0,Negative,-0.3818,Negative,136,23,0,0,0,Apple
2203859900,2009-06-17 00:42:45,2009-06-17,2009,6,June,17,0,Wednesday,2,25,Night,Brentmichaels0,Apple... You lied ,0,Negative,-0.3818,Negative,18,3,0,0,0,Apple
2251042125,2009-06-20 02:15:21,2009-06-20,2009,6,June,20,2,Saturday,5,25,Night,Insectavora,5:15am eastern standard time... still drowning my sorrows in Malibu Rum and Pineapple Jooos ,0,Negative,-0.3818,Negative,92,14,0,0,0,Apple
2253256988,2009-06-20 07:51:40,2009-06-20,2009,6,June,20,7,Saturday,5,25,Morning,ijoostin,"Aww, only the super awesome @Airborne_Toxic Event vid for Sometime Around Midnight is on iTunes. Not the whole album  huwwy up Apple!",0,Negative,0.8516,Positive,133,22,0,1,0,Apple
2063449824,2009-06-07 02:42:23,2009-06-07,2009,6,June,7,2,Sunday,6,23,Night,krautsalat,@DJBigApple ank you for following me! ,1,Positive,0.0,Neutral,38,6,0,1,0,Apple
2193552422,2009-06-16 08:36:46,2009-06-16,2009,6,June,16,8,Tuesday,1,25,Morning,fosking,want FREE Apple products? iPhone 3G S macbook pro air iPod touch nano imac? click here! http://apple.freebiejeebies.co.uk/45615 ,1,Positive,0.7171,Positive,128,17,1,0,0,Apple
1963547757,2009-05-29 12:53:22,2009-05-29,2009,5,May,29,12,Friday,4,22,Afternoon,Laechis,"@minneappler I'm all out of life preservers, sorry   But if it's any consolation, you're in for something really special tomorrow.",0,Negative,0.5913,Positive,130,20,0,1,0,Apple
2298319825,2009-06-23 11:31:47,2009-06-23,2009,6,June,23,11,Tuesday,1,26,Morning,evisocky,Sending iPhone back today . . .   Apple does a good job at making you completely reliant on their product then yanking it away! ;) j/k,0,Negative,0.8169,Positive,134,26,0,0,0,Apple
